sk_municipio,sk_tempo,sk_rede,despesa_liquidada_educacao,desp_liq_fundamental,desp_liq_infantil,despesa_empenhada_educacao,desp_emp_fundamental,desp_emp_infantil,mat_creche,mat_pre_escola,mat_anos_iniciais,mat_anos_finais,mat_especial_classes_comuns,docentes_iniciais,docentes_finais,turmas_iniciais,turmas_finais,escolas_creche,escolas_pre_escola,escolas_iniciais,escolas_finais,ideb_iniciais,ideb_meta_iniciais,rendimento_iniciais,saeb_mat_iniciais,saeb_lp_iniciais,saeb_nota_iniciais,ideb_finais,ideb_meta_finais,rendimento_finais,saeb_mat_finais,saeb_lp_finais,saeb_nota_finais,inse_score,inse_classificacao,qtd_alunos_inse
3548906,2020,2,,,,,,,40,22,6029,8400,0,0,0,0,0,1,1,17,24,,,,,,,,,,,,,,,
3548906,2020,3,183462526.45,9364970.03,17517257.79,191289895.29,10625250.0,20191251.52,4506,4742,5419,811,424,279,55,222,29,49,35,10,2,,,,,,,,,,,,,,,
3555000,2020,2,,,,,,,0,0,972,2366,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,
3555000,2020,3,40111520.4,22591282.61,16030097.17,40525627.29,22977303.28,16058183.39,1134,1134,1926,0,73,153,0,109,0,8,9,11,0,,,,,,,,,,,,,,,
3556602,2020,2,,,,,,,0,0,0,429,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3556602,2020,3,7798318.06,4478056.76,2854844.42,7798318.06,4478056.76,2854844.42,178,207,564,0,17,31,0,28,0,3,2,2,0,,,,,,,,,,,,,,,
3501400,2021,2,,,,,,,0,0,0,193,0,0,0,0,0,0,0,0,1,,,,,,,,5.8,1.0,,,,5.16,Nível IV,52.0
3501400,2021,3,3697482.95,3155972.03,357211.67,3900200.28,3358404.66,357211.67,0,74,230,0,0,20,0,15,0,0,1,1,0,5.8,6.3,0.98176,216.91,207.59,5.87792,,,,,,,5.07,Nível IV,43.0
3501509,2021,2,,,,,,,0,0,0,188,0,0,0,0,0,0,0,0,1,,,,,,,5.1,5.5,0.995181,249.28,257.96,5.120667,5.15,Nível IV,62.0
3501509,2021,3,,,,,,,92,81,224,0,14,16,0,11,0,1,1,1,0,6.2,6.5,1.0,230.58,213.56,6.247344,,,,,,,5.24,Nível IV,45.0
3502804,2021,2,,,,,,,11,0,2,6606,0,0,0,0,0,1,0,1,24,,,,,,,5.4,6.0,0.989996,263.61,265.22,5.4805,5.42,Nível IV,2406.0
3502804,2021,3,177209754.61,83356875.26,68802468.37,186335514.69,86627669.84,73361691.6,3325,3556,9266,0,350,444,9,376,6,39,39,30,0,6.9,7.0,0.995199,247.87,232.78,6.92676,,,,,,,5.35,Nível IV,1535.0
3503208,2021,2,,,,,,,17,0,5365,5907,0,0,0,0,0,1,0,13,21,6.7,7.3,0.999,239.42,228.73,6.691864,5.4,6.6,0.995498,260.21,265.48,5.428167,5.47,Nível V,3460.0
3503208,2021,3,228025094.02,110296823.63,109838939.34,247110931.1,123903686.48,115248358.31,4963,4512,5140,2425,449,318,157,251,103,46,42,15,11,5.9,6.9,0.998599,217.35,210.54,5.939954,5.3,6.1,0.998249,260.24,256.61,5.280833,5.28,Nível IV,1231.0
3504008,2021,2,,,,,,,6,0,0,4051,0,0,0,0,0,1,0,0,12,,,,,,,5.4,6.3,0.962572,267.34,267.31,5.5775,5.52,Nível V,1509.0
3504008,2021,3,121791824.32,47036138.61,27323110.64,130075902.04,53182039.88,28161508.0,1654,1682,5137,0,175,341,0,221,0,15,18,19,0,6.1,6.7,0.998799,222.39,213.56,6.091046,,5.4,,,,,5.41,Nível IV,832.0
3506003,2021,2,,,,,,,20,0,10076,12288,0,0,0,0,0,1,0,29,38,5.9,7.0,0.986584,221.49,206.8,5.950961,5.0,6.1,0.975982,251.85,254.51,5.106,5.44,Nível IV,6119.0
3506003,2021,3,288206108.36,132588602.74,133399370.16,293476235.05,133346979.26,134594933.87,4286,5262,7237,1504,578,330,81,271,55,65,65,16,5,5.6,6.5,0.958221,213.8,206.33,5.79566,5.3,6.3,0.943889,265.83,272.12,5.6325,5.46,Nível V,1310.0
3507506,2021,2,,,,,,,75,0,0,3423,0,0,0,0,0,2,0,0,14,,6.8,,,,,5.0,5.8,0.978473,251.87,254.64,5.1085,5.45,Nível V,1623.0
3507506,2021,3,135105815.48,70643387.31,54551879.25,141575546.46,74471364.06,55223126.66,1918,2008,6870,2394,193,274,90,266,83,22,25,22,5,6.3,6.8,0.995984,229.0,216.79,6.275918,5.4,5.6,0.989685,265.32,261.24,5.442667,5.41,Nível IV,1631.0
3514403,2021,2,,,,,,,0,0,0,1450,0,0,0,0,0,0,0,0,4,,,,,,,5.6,6.3,0.981932,270.63,268.77,5.656667,5.52,Nível V,665.0
3514403,2021,3,,,,,,,967,708,2151,86,82,147,20,104,8,9,9,9,2,6.4,6.9,0.997389,233.99,220.87,6.445329,,5.9,,,,,5.5,Nível V,442.0
3516606,2021,2,,,,,,,0,0,0,250,0,0,0,0,0,0,0,0,1,,6.8,,,,,,5.8,1.0,,,,5.13,Nível IV,73.0
3516606,2021,3,6894943.08,4103079.43,1873831.05,7270140.78,4393639.09,1958469.09,92,125,360,0,14,24,0,20,0,1,1,1,0,5.8,7.3,1.0,215.52,203.49,5.776848,,,,,,,5.2,Nível IV,67.0
3516705,2021,2,,,,,,,0,0,0,1654,0,0,0,0,0,0,0,0,6,,7.1,,,,,5.0,5.9,0.995492,250.84,251.28,5.035333,5.27,Nível IV,606.0
3516705,2021,3,35031968.51,21823724.22,8576437.43,37244563.68,23312919.12,9096076.54,660,784,2165,0,38,154,0,98,0,17,10,9,0,6.0,6.7,0.990571,222.64,210.85,6.046544,,,,,,,5.33,Nível IV,356.0
3517703,2021,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4.2,,,,,5.07,Nível IV,85.0
3517703,2021,3,29667960.27,21604402.14,6670210.77,29667960.27,21604402.14,6670210.77,257,299,1056,974,71,76,53,56,42,6,4,6,1,5.6,6.5,0.996188,209.16,200.74,5.605474,,5.7,0.968736,,,,5.26,Nível IV,333.0
3525300,2021,2,,,,,,,0,0,0,4322,0,0,0,0,0,0,0,0,13,,6.5,,,,,5.3,5.9,0.976998,261.49,266.55,5.467333,5.47,Nível V,1841.0
3525300,2021,3,102282284.67,52178966.42,39244112.52,105757791.27,54313339.92,40409883.85,1153,2403,6086,681,237,315,54,267,33,30,26,19,1,6.4,6.8,0.996998,230.6,222.09,6.402816,,5.9,0.996718,,,,5.41,Nível IV,1070.0
3526001,2021,2,,,,,,,0,0,0,904,0,0,0,0,0,0,0,0,2,,,,,,,5.8,6.3,0.997494,276.39,269.88,5.771167,5.45,Nível V,340.0
3526001,2021,3,21696359.08,15130171.97,5487754.99,22101849.26,15535662.15,5487754.99,486,403,1161,0,31,69,0,52,0,5,8,3,0,7.3,7.3,0.998195,264.07,237.59,7.323375,,,,,,,5.41,Nível IV,224.0
3527108,2021,2,,,,,,,0,0,2809,2708,0,0,0,0,0,0,0,8,10,6.4,6.8,0.998996,233.0,218.81,6.388981,5.2,5.9,0.985999,255.7,259.89,5.259833,5.38,Nível IV,1212.0
3527108,2021,3,59587286.49,20252555.48,29505494.13,61853160.58,20527378.24,30820493.91,780,1426,1029,0,116,65,5,41,2,13,10,5,0,7.1,6.4,0.997187,256.62,236.76,7.166108,,,,,,,5.2,Nível IV,169.0
3527702,2021,2,,,,,,,0,0,0,255,0,0,0,0,0,0,0,0,1,,,,,,,5.1,6.3,1.0,264.25,242.53,5.113,4.85,Nível III,88.0
3527702,2021,3,6216542.08,4108861.47,1941784.06,6462611.99,4176157.4,2120558.04,125,120,348,0,3,19,0,17,0,1,1,1,0,6.7,6.1,1.0,243.27,223.02,6.661519,,,,,,,5.07,Nível IV,52.0
3529005,2021,2,,,,,,,11,0,2445,7871,0,0,0,0,0,1,0,11,28,6.6,7.3,0.997793,240.4,225.93,6.659657,5.4,6.2,0.993241,263.39,262.5,5.4315,5.44,Nível IV,3515.0
3529005,2021,3,172764744.37,71103281.12,66179465.92,188081298.65,78800353.82,69699005.08,4942,4436,8722,0,297,470,3,358,2,39,29,22,0,6.4,7.2,0.995575,234.82,221.56,6.473714,,,,,,,5.38,Nível IV,1555.0
3533700,2021,2,,,,,,,0,0,0,227,0,0,0,0,0,0,0,0,1,,6.4,,,,,5.5,6.2,1.0,267.51,259.64,5.4525,5.14,Nível IV,70.0
3533700,2021,3,6800744.93,4083806.16,2217547.02,7132361.38,4410289.71,2219553.08,132,131,285,0,6,18,0,14,0,1,1,1,0,6.1,6.6,0.971738,231.31,214.89,6.285457,,,,,,,5.1,Nível IV,68.0
3534005,2021,2,,,,,,,0,0,0,287,0,0,0,0,0,0,0,0,1,,,,,,,5.0,6.3,0.996463,252.62,248.78,5.023333,5.45,Nível V,103.0
3534005,2021,3,6827127.14,5537972.99,1227414.0,6849994.89,5560840.74,1227414.0,85,102,320,0,4,26,0,20,0,1,1,1,0,5.9,6.9,0.996759,219.67,204.62,5.876592,,,,,,,5.04,Nível IV,61.0
3534708,2021,2,,,,,,,0,0,439,2892,0,0,0,0,0,0,0,4,12,6.4,6.3,0.980385,235.7,225.94,6.570144,5.6,6.0,0.987977,268.03,270.1,5.6355,5.41,Nível IV,1532.0
3534708,2021,3,87769331.86,63424717.57,22883256.76,91734203.82,65968878.11,23691937.11,1236,2006,5064,1596,210,376,120,246,62,18,22,12,3,6.1,6.8,0.997396,223.49,212.93,6.100584,5.8,6.3,0.996738,276.48,274.34,5.847,5.33,Nível IV,1261.0
3540002,2021,2,,,,,,,0,0,0,793,0,0,0,0,0,0,0,0,2,,,,,,,5.3,6.4,0.954487,266.5,266.42,5.548667,5.46,Nível V,249.0
3540002,2021,3,23983000.43,13376211.94,9824968.38,24460327.66,13823689.17,9854818.38,263,417,1055,0,21,64,0,54,0,4,4,3,0,7.0,7.1,1.0,252.42,234.32,7.041592,,,,,,,5.46,Nível V,160.0
3541406,2021,2,,,,,,,25,0,0,7430,0,0,0,0,0,1,0,0,26,,7.1,,,,,5.3,5.9,0.972186,261.58,264.21,5.429833,5.49,Nível V,2422.0
3541406,2021,3,158820743.92,82354031.04,71153321.36,164344157.94,84472354.28,74519164.58,3782,4053,9593,0,435,384,4,385,4,35,36,32,0,6.0,6.6,0.949249,227.54,221.78,6.338783,,,,,,,5.36,Nível IV,1635.0
3541703,2021,2,,,,,,,0,0,0,535,0,0,0,0,0,0,0,0,1,,,,,,,,5.3,0.994206,,,,5.25,Nível IV,177.0
3541703,2021,3,,,,,,,229,303,743,0,22,44,0,36,0,2,3,3,0,6.5,6.8,1.0,234.93,224.38,6.527086,,,,,,,5.31,Nível IV,128.0
3543907,2021,2,,,,,,,21,0,157,7291,0,0,0,0,0,1,0,1,18,6.7,6.7,1.0,247.56,220.66,6.70048,5.5,6.5,0.975473,268.6,270.2,5.646667,5.38,Nível IV,2729.0
3543907,2021,3,189178388.43,102821051.72,66548172.15,198987424.74,106127520.04,71394707.98,3731,4054,9764,108,510,544,28,461,10,43,26,27,1,6.1,7.1,0.995564,219.18,217.57,6.102695,,,,,,,5.4,Nível IV,1403.0
3548906,2021,2,,,,,,,28,16,6052,8422,0,0,0,0,0,1,1,15,25,6.8,7.2,0.999199,244.34,229.5,6.799757,5.7,6.2,0.992498,270.95,274.13,5.751333,5.52,Nível V,4449.0
3548906,2021,3,190716715.6,17433270.9,16937621.48,214973480.55,25179778.92,24658282.0,4574,4674,5568,835,451,284,61,228,30,49,35,10,2,6.2,6.7,1.0,226.07,217.14,6.226366,5.9,6.4,0.994962,276.65,278.58,5.9205,5.41,Nível IV,983.0
3555000,2021,2,,,,,,,0,0,990,2394,0,0,0,0,0,0,0,6,6,6.4,7.0,1.0,235.52,218.62,6.433618,5.4,5.9,0.99147,262.58,262.69,5.421167,5.45,Nível V,1151.0
3555000,2021,3,52760313.58,33532862.88,16021912.07,52984499.71,33644689.31,16100598.26,770,1117,2074,0,65,156,0,111,0,8,9,11,0,6.3,6.9,0.999599,226.89,218.56,6.267833,,,,,,,5.4,Nível IV,291.0
3556602,2021,2,,,,,,,0,0,0,468,0,0,0,0,0,0,0,0,2,,,,,,,5.5,6.6,0.998241,264.21,264.65,5.481,5.35,Nível IV,192.0
3556602,2021,3,9404606.19,5820809.47,3084335.12,9427168.97,5839524.35,3087935.12,142,199,514,0,16,30,0,26,0,3,2,2,0,5.7,6.5,1.0,212.78,202.4,5.70474,,,,,,,5.26,Nível IV,72.0
3501400,2022,2,,,,,,,0,0,0,196,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501400,2022,3,4785456.84,3700201.2,521674.12,5873885.01,3751744.21,1546961.45,0,73,214,0,0,19,0,15,0,0,1,1,0,,,,,,,,,,,,,,,
3501509,2022,2,,,,,,,0,0,0,181,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501509,2022,3,,,,,,,116,79,206,0,9,17,0,12,0,1,1,1,0,,,,,,,,,,,,,,,
3502804,2022,2,,,,,,,10,1,2,6503,0,0,0,0,0,1,1,1,24,,,,,,,,,,,,,,,
3502804,2022,3,218233613.5,97298710.4,84048157.11,225560616.2,99088582.51,87120999.16,3490,3595,9318,0,372,443,8,380,6,36,39,30,0,,,,,,,,,,,,,,,
3503208,2022,2,,,,,,,26,0,5610,6083,0,0,0,0,0,1,0,13,21,,,,,,,,,,,,,,,
3503208,2022,3,271104090.57,141476651.3,120929792.93,281927057.66,144909070.7,128211622.5,5039,4507,5161,2272,507,325,152,250,104,46,42,15,11,,,,,,,,,,,,,,,
3504008,2022,2,,,,,,,4,0,0,3966,0,0,0,0,0,1,0,0,12,,,,,,,,,,,,,,,
3504008,2022,3,162883409.4,69856282.52,34711860.33,167663502.59,73233685.26,35519697.05,1703,1664,4969,0,223,324,0,222,0,15,18,19,0,,,,,,,,,,,,,,,
3506003,2022,2,,,,,,,34,0,10116,12257,0,0,0,0,0,1,0,29,39,,,,,,,,,,,,,,,
3506003,2022,3,316989180.21,144305533.03,137919754.34,321813405.2,147566673.83,139285854.35,4886,5129,7038,1443,675,331,84,274,55,66,66,16,5,,,,,,,,,,,,,,,
3507506,2022,2,,,,,,,52,0,0,3450,0,0,0,0,0,2,0,0,14,,,,,,,,,,,,,,,
3507506,2022,3,168515612.78,82867827.3,67181818.11,174079872.9,84592349.36,68045766.29,2236,1921,7039,2319,216,318,93,276,87,23,28,24,5,,,,,,,,,,,,,,,
3514403,2022,2,,,,,,,0,0,0,1485,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,
3514403,2022,3,,,,,,,990,747,1992,91,85,174,28,101,10,9,9,9,2,,,,,,,,,,,,,,,
3516606,2022,2,,,,,,,0,0,0,237,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3516606,2022,3,9395546.29,5287132.98,2508444.78,9643207.96,5531802.99,2508444.78,121,131,339,0,17,23,0,17,0,1,1,1,0,,,,,,,,,,,,,,,
3516705,2022,2,,,,,,,0,0,0,1652,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,
3516705,2022,3,45660019.02,24958087.89,10645984.31,48068461.01,25935136.38,11700895.78,811,773,2081,0,46,159,5,95,1,17,10,9,0,,,,,,,,,,,,,,,
3517703,2022,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3517703,2022,3,37973945.93,28523745.08,7720519.1,38043280.14,28583930.64,7729082.15,271,287,1078,919,96,78,52,59,42,6,4,6,1,,,,,,,,,,,,,,,
3525300,2022,2,,,,,,,0,0,0,4130,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,
3525300,2022,3,134725606.77,66133845.43,47170709.81,136076289.04,66532636.37,47374918.77,1318,2303,5917,685,233,293,49,267,31,28,25,19,1,,,,,,,,,,,,,,,
3526001,2022,2,,,,,,,0,0,0,902,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3526001,2022,3,32140347.52,18093248.86,10800645.05,32750031.71,18294009.4,10986581.68,514,423,1163,0,27,71,0,53,0,5,5,3,0,,,,,,,,,,,,,,,
3527108,2022,2,,,,,,,0,0,2743,2584,0,0,0,0,0,0,0,8,10,,,,,,,,,,,,,,,
3527108,2022,3,77083278.65,28421342.4,36341897.32,82669973.94,30371070.58,39672748.62,786,1402,1031,197,121,56,20,42,10,13,10,5,1,,,,,,,,,,,,,,,
3527702,2022,2,,,,,,,0,0,0,241,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3527702,2022,3,9744921.56,6469373.25,2792249.84,9998615.37,6723067.06,2792249.84,127,120,370,0,5,22,0,18,0,1,1,1,0,,,,,,,,,,,,,,,
3529005,2022,2,,,,,,,5,0,2250,7951,0,0,0,0,0,1,0,11,28,,,,,,,,,,,,,,,
3529005,2022,3,218352014.59,85353666.34,88507292.74,225540501.07,88782536.64,91599923.46,5119,4615,8828,0,435,454,1,368,1,39,29,21,0,,,,,,,,,,,,,,,
3533700,2022,2,,,,,,,0,0,0,243,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3533700,2022,3,9346837.92,5344859.41,2915211.39,9378529.16,5360031.72,2929108.63,142,124,272,0,5,17,0,14,0,1,1,1,0,,,,,,,,,,,,,,,
3534005,2022,2,,,,,,,0,0,0,259,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3534005,2022,3,8464258.87,7328194.63,1092009.24,8464258.87,7328194.63,1092009.24,110,105,317,0,7,26,0,20,0,1,1,1,0,,,,,,,,,,,,,,,
3534708,2022,2,,,,,,,0,0,437,2921,0,0,0,0,0,0,0,4,12,,,,,,,,,,,,,,,
3534708,2022,3,118259440.58,96101777.25,20283183.47,119166868.42,96706634.22,20581964.34,1355,2027,4865,1561,228,351,137,236,65,18,22,12,3,,,,,,,,,,,,,,,
3540002,2022,2,,,,,,,0,0,0,773,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3540002,2022,3,33371258.74,17899827.37,11739013.54,33371258.74,17899827.37,11739013.54,374,381,1106,0,36,88,0,62,0,4,4,3,0,,,,,,,,,,,,,,,
3541406,2022,2,,,,,,,26,0,0,7482,0,0,0,0,0,1,0,0,26,,,,,,,,,,,,,,,
3541406,2022,3,215888754.11,122410636.31,87382607.2,219449028.99,124896688.21,88456830.18,3634,4027,9559,0,579,431,4,399,4,34,38,32,0,,,,,,,,,,,,,,,
3541703,2022,2,,,,,,,0,0,0,498,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3541703,2022,3,,,,,,,263,258,766,0,16,46,0,36,0,3,6,3,0,,,,,,,,,,,,,,,
3543907,2022,2,,,,,,,23,0,148,7407,0,0,0,0,0,1,0,1,17,,,,,,,,,,,,,,,
3543907,2022,3,242318089.94,136163994.89,76594659.94,249277771.44,139092655.69,77711480.1,3914,3855,9731,119,574,570,24,473,9,44,27,27,1,,,,,,,,,,,,,,,
3548906,2022,2,,,,,,,34,19,6250,8303,0,0,0,0,0,1,1,15,25,,,,,,,,,,,,,,,
3548906,2022,3,273287246.37,21683437.72,66126576.53,292324190.63,25745809.76,75784083.6,4072,4464,5416,802,531,279,59,226,32,50,37,10,2,,,,,,,,,,,,,,,
3555000,2022,2,,,,,,,0,0,1052,2255,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,
3555000,2022,3,63938127.75,36245696.68,25005145.41,65781085.33,38001241.67,25064993.69,1048,1107,2056,0,79,143,0,115,0,8,9,11,0,,,,,,,,,,,,,,,
3556602,2022,2,,,,,,,0,0,0,423,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3556602,2022,3,12307874.27,7813164.36,3867130.07,12325931.81,7831221.9,3867130.07,183,177,509,0,16,31,0,26,0,3,2,2,0,,,,,,,,,,,,,,,
3501400,2023,2,,,,,,,0,0,0,189,0,0,0,0,0,0,0,0,1,,,,,,,,,1.0,,,,,,
3501400,2023,3,5641403.89,3884623.18,969788.62,5664767.04,3902508.0,969788.62,0,83,206,0,8,18,0,12,0,0,1,1,0,6.5,,0.995935,247.9,212.14,6.55206,,,,,,,,,
3501509,2023,2,,,,,,,0,0,0,193,0,0,0,0,0,0,0,0,1,,,,,,,5.2,,0.995181,257.85,256.86,5.245167,,,
3501509,2023,3,,,,,,,110,82,210,0,25,18,0,13,0,1,1,1,0,6.1,,1.0,229.29,205.53,6.076725,,,,,,,,,
3502804,2023,2,,,,,,,11,0,3,6683,0,0,0,0,0,1,0,1,24,,,,,,,5.6,,0.989737,267.5,271.48,5.649667,,,
3502804,2023,3,242844701.18,105097084.5,93054324.18,251720974.0,107567847.29,97339927.48,3587,3634,9121,0,598,473,8,380,6,39,40,30,0,6.9,,0.988267,252.8,233.1,7.026662,,,,,,,,,
3503208,2023,2,,,,,,,27,0,5543,6251,0,0,0,0,0,1,0,13,21,6.6,,0.996796,238.02,225.95,6.614601,5.2,,0.964564,259.36,261.74,5.351667,,,
3503208,2023,3,327045162.85,157159422.54,161583305.33,339794124.65,162382410.66,168645520.17,5089,4562,5128,2390,763,323,155,252,105,46,45,15,11,6.1,,0.987389,223.12,215.34,6.137341,5.4,,0.968497,265.5,268.88,5.573,,,
3504008,2023,2,,,,,,,7,0,0,3851,0,0,0,0,0,1,0,0,12,,,,,,,5.3,,0.971413,262.37,264.4,5.446167,,,
3504008,2023,3,172834181.55,73531769.51,38767051.54,174745803.8,74516459.61,39039767.27,1739,1582,4985,0,409,457,0,222,0,15,17,19,0,6.4,,0.996393,233.42,218.24,6.386633,,,,,,,,,
3506003,2023,2,,,,,,,33,0,9809,12127,0,0,0,0,0,1,0,29,39,5.9,,0.989983,221.13,208.62,5.977182,4.9,,0.957967,251.14,255.15,5.104833,,,
3506003,2023,3,361043497.52,162520878.84,160518661.78,364405687.96,163681874.44,162410536.57,5223,5338,7026,1450,1301,344,84,273,55,67,67,16,5,5.9,,0.968219,224.13,210.27,6.064434,5.1,,0.916533,264.87,268.85,5.562,,,
3507506,2023,2,,,,,,,57,0,1,3422,0,0,0,0,0,2,0,1,14,,,,,,,4.8,,0.96123,249.32,252.51,5.0305,,,
3507506,2023,3,190992230.99,112600435.38,59852292.2,195521833.12,115879648.98,60667678.58,2135,1950,6902,2337,299,380,104,268,91,22,27,24,5,6.3,,0.997593,232.21,216.5,6.331905,5.6,,0.97362,270.83,271.64,5.707833,,,
3514403,2023,2,,,,,,,0,0,0,1495,0,0,0,0,0,0,0,0,4,,,,,,,5.5,,0.986429,268.28,265.97,5.570833,,,
3514403,2023,3,,,,,,,1110,813,1911,84,99,179,40,100,11,9,9,9,2,7.0,,0.994187,251.21,233.97,7.012137,5.4,,1.0,261.61,263.11,5.412,,,
3516606,2023,2,,,,,,,0,0,0,226,0,0,0,0,0,0,0,0,1,,,,,,,4.6,,0.995181,237.55,242.7,4.670833,,,
3516606,2023,3,9433180.31,5053910.67,2777833.98,9624443.93,5244543.59,2778402.68,145,126,339,0,21,25,0,19,0,2,1,1,0,6.0,,1.0,221.28,209.73,6.000226,,,,,,,,,
3516705,2023,2,,,,,,,0,0,0,1659,0,0,0,0,0,0,0,0,6,,,,,,,5.1,,0.987985,253.21,253.97,5.119667,,,
3516705,2023,3,51815787.57,26845486.23,14870596.35,56634771.1,30710687.71,15660310.76,837,829,1979,0,97,153,7,88,2,16,11,9,0,6.4,,0.997593,232.58,218.36,6.372784,,,,,,,,,
3517703,2023,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3517703,2023,3,42119885.23,32436655.65,7934434.46,42211597.28,32526900.16,7934434.46,286,287,1044,863,79,75,49,56,41,6,4,6,1,6.1,,0.998996,222.62,214.33,6.109435,4.6,,0.940573,246.37,247.21,4.893,,,
3525300,2023,2,,,,,,,0,0,0,3968,0,0,0,0,0,0,0,0,13,,,,,,,5.2,,0.970412,256.96,262.13,5.318167,,,
3525300,2023,3,169751481.96,81692602.26,63116970.23,177210456.83,82908283.7,68726097.36,1491,2282,5812,640,403,300,51,262,31,28,25,19,1,6.4,,0.994985,235.79,219.62,6.456953,5.7,,0.992183,273.99,272.7,5.778167,,,
3526001,2023,2,,,,,,,0,0,0,936,0,0,0,0,0,0,0,0,2,,,,,,,5.9,,0.992498,280.11,278.58,5.978167,,,
3526001,2023,3,35816973.05,19104475.15,13153553.34,35816973.05,19104475.15,13153553.34,581,394,1107,0,45,73,0,53,0,5,5,3,0,7.7,,1.0,274.61,247.22,7.699611,,,,,,,,,
3527108,2023,2,,,,,,,0,0,2625,2623,0,0,0,0,0,0,0,8,10,6.2,,0.988055,229.73,217.72,6.306759,4.9,,0.948694,255.33,257.41,5.212333,,,
3527108,2023,3,86785647.8,28871704.07,42509291.29,87929685.27,29062063.39,43135034.36,773,1479,981,248,267,57,21,42,12,13,10,5,1,6.8,,1.0,247.26,226.13,6.79421,6.3,,0.988943,299.93,285.1,6.417167,,,
3527702,2023,2,,,,,,,0,0,0,247,0,0,0,0,0,0,0,0,1,,,,,,,5.7,,0.971347,280.47,272.17,5.877333,,,
3527702,2023,3,10365106.2,6360092.93,3509157.95,10399959.68,6360092.93,3544011.43,153,142,352,0,10,20,0,18,0,1,1,1,0,7.0,,1.0,256.58,230.24,7.046799,,,,,,,,,
3529005,2023,2,,,,,,,9,0,2057,7888,0,0,0,0,0,1,0,11,28,6.7,,0.996995,243.59,225.78,6.717808,5.3,,0.981389,261.91,263.15,5.417667,,,
3529005,2023,3,276574425.36,98260014.05,98491974.99,301014049.87,110495547.69,108629726.69,5241,5112,8609,0,671,394,2,359,2,39,29,21,0,7.0,,0.996987,253.63,229.66,6.979956,,,,,,,,,
3533700,2023,2,,,,,,,0,0,0,241,0,0,0,0,0,0,0,0,1,,,,,,,5.4,,1.0,264.38,262.23,5.4435,,,
3533700,2023,3,10227092.17,5889819.45,3280895.25,10240913.07,5890329.45,3283240.56,160,106,289,0,13,20,0,14,0,1,1,1,0,7.6,,1.0,273.81,244.4,7.633071,,,,,,,,,
3534005,2023,2,,,,,,,0,0,0,269,0,0,0,0,0,0,0,0,1,,,,,,,4.6,,0.977353,239.1,240.99,4.668167,,,
3534005,2023,3,9472189.93,8591833.04,821286.89,9472189.93,8591833.04,821286.89,122,124,323,0,20,26,0,20,0,1,1,1,0,6.5,,1.0,237.03,220.27,6.492435,,,,,,,,,
3534708,2023,2,,,,,,,0,0,393,2890,0,0,0,0,0,0,0,4,12,6.0,,0.995438,221.13,213.4,6.064091,5.7,,0.98744,271.46,272.16,5.727,,,
3534708,2023,3,134588767.01,102522578.73,29966547.07,135716717.62,102932944.1,30670459.61,1511,2064,4729,1654,272,361,126,233,68,20,22,12,3,6.2,,0.980001,233.56,216.54,6.358396,5.5,,0.96773,270.11,270.25,5.672667,,,
3540002,2023,2,,,,,,,0,0,0,795,0,0,0,0,0,0,0,0,2,,,,,,,5.4,,0.974515,262.41,267.02,5.4905,,,
3540002,2023,3,38467546.09,19734434.62,14384556.22,38471686.09,19738574.62,14384556.22,367,414,1078,0,83,80,0,64,0,4,4,3,0,7.4,,1.0,267.14,240.18,7.429053,,,,,,,,,
3541406,2023,2,,,,,,,23,0,0,7320,0,0,0,0,0,1,0,0,26,,,,,,,5.1,,0.963306,258.41,260.05,5.307667,,,
3541406,2023,3,246795941.79,134285385.4,92527107.13,249763090.37,137234153.98,92545487.13,4001,4116,9562,0,704,410,4,406,4,35,40,33,0,6.6,,0.967369,245.21,228.16,6.791997,,,,,,,,,
3541703,2023,2,,,,,,,0,0,0,471,0,0,0,0,0,0,0,0,1,,,,,,,5.0,,0.962267,252.86,259.91,5.212833,,,
3541703,2023,3,,,,,,,327,282,729,0,35,51,0,36,0,3,3,2,0,6.5,,1.0,240.21,218.34,6.518031,,,,,,,,,
